orden,total,fecha pago,status
BP_NUDI8,1058233.09,2023-03-20,Completo
BP_C5F8M,644973.56,2023-09-08,Completo
BP_E4CR6,1075015.16,2023-08-19,Cancelado
BP_CSZM9,678653.25,2023-02-13,Proceso
BP_IWXOF,17227607.66,2023-05-09,Completo
BP_G12D5,1297037.5,2023-03-31,Completo
BP_4P67A,2528961.25,2023-07-19,Completo
BP_F9P0N,2230967.36,2023-01-03,Proceso
BP_ZV7O3,1395101.0,2023-01-01,Completo
BP_F1IZE,1567034.5,2023-08-31,Completo
BP_ZUJG5,760949.99,2023-10-22,Completo
BP_6OXL2,6678130.25,2023-10-26,Proceso
BP_BZ35S,17109634.2,2023-07-31,Cancelado
BP_ONWEI,10371995.0,2023-10-12,Proceso
BP_ZQ7HG,785047.03,2023-10-03,Completo
BP_UH6O8,1839442.25,2023-05-20,Completo
BP_E3FWL,928854.5,2023-02-09,Completo
BP_J4OMK,1123473.0,2023-08-17,Completo
BP_DGRYZ,1397248.65,2023-06-13,Completo
BP_HAR1A,883400.45,2023-01-28,Completo
BP_W89RY,5988298.64,2023-02-07,Completo
BP_8QLFI,7521600.0,2023-08-31,Cancelado
BP_RYYZI,1207918.7,2023-04-10,Cancelado
BP_I242B,1088693.5,2023-10-19,Completo
BP_L91Y5,7720954.37,2023-08-29,Proceso
BP_3W2IH,3378505.56,2023-08-04,Proceso
BP_2LFFM,4059009.89,2023-07-18,Completo
BP_7NMTW,1905619.8,2023-08-17,Proceso
BP_WQFGT,1196840.0,2023-02-16,Completo
BP_9KPTU,899258.75,2023-09-18,Completo
BP_81K2K,2086891.43,2023-07-01,Completo
BP_1YCJR,858918.2,2023-04-07,Completo
BP_3N9SA,7475317.34,2023-10-18,Proceso
BP_SICWQ,873801.5,2023-03-08,Proceso
BP_KPNG3,1713916.0,2023-05-11,Proceso
BP_POZII,1040994.62,2023-03-02,Completo
BP_LPSIN,1470579.6,2023-07-09,Proceso
BP_6X830,1222453.5,2023-01-14,Completo
BP_UIPLE,19391075.24,2023-05-02,Proceso
BP_UQVI7,2458831.06,2023-04-29,Completo
BP_QL9AV,1283591.26,2023-04-10,Cancelado
BP_MQO3J,930705.0,2023-02-09,Cancelado
BP_OZIK7,1533678.25,2023-06-05,Completo
BP_RTCH2,1120420.0,2023-09-02,Completo
BP_DE0RY,769782.0,2023-02-17,Proceso
BP_FRNQ8,4596027.0,2023-09-15,Completo
BP_LVSY8,959272.0,2023-01-13,Completo
BP_B7FR4,1768258.42,2023-09-20,Proceso
BP_VKBEY,845080.62,2023-05-27,Proceso
BP_0L7RA,2886772.82,2023-05-25,Completo
BP_1VJJ4,1126493.27,2023-01-20,Completo
BP_WWP92,2884091.5,2023-04-18,Completo
BP_TZAXC,5187658.62,2023-02-13,Completo
BP_OEUZZ,1095834.25,2023-01-23,Completo
BP_SHPCC,632271.4,2023-07-28,Cancelado
BP_JS1A0,1408356.85,2023-02-02,Completo
BP_57IN9,10691895.48,2023-05-12,Cancelado
BP_37I9P,2199271.18,2023-03-02,Completo
BP_B3A44,2185014.0,2023-04-30,Completo
BP_DEWL7,715584.0,2023-09-28,Completo
BP_5WHEB,6536996.58,2023-01-03,Proceso
BP_C30UF,1147498.5,2023-04-24,Completo
BP_0MB8P,2768601.0,2023-08-11,Completo
BP_ZSG0A,1432051.5,2023-10-15,Completo
BP_LG3V5,2076446.7,2023-06-28,Completo
BP_4JHLL,681704.0,2023-08-11,Proceso
BP_GQBKR,4399917.5,2023-04-25,Proceso
BP_8AHIN,3051251.52,2023-05-20,Completo
BP_MZXKM,2473146.25,2023-10-23,Proceso
BP_INHR7,1302336.25,2023-01-26,Completo
BP_YBLPV,2883671.0,2023-08-09,Completo
BP_AS9RD,12570578.5,2023-04-01,Proceso
BP_TMHP5,9390060.0,2023-06-23,Proceso
BP_4SCY2,4334512.16,2023-05-14,Completo
BP_WLR7Y,1641157.61,2023-08-27,Completo
BP_F6NPG,6650950.92,2023-04-02,Completo
BP_O3X0E,2391894.34,2023-06-01,Completo
BP_NH9RR,3257790.62,2023-08-24,Completo
BP_PAD1Y,1745993.8,2023-10-16,Proceso
BP_IBMBG,10704972.74,2023-02-13,Cancelado
BP_EZOE8,10638049.42,2023-09-11,Proceso
BP_I9SAD,1048687.25,2023-06-19,Completo
BP_QN6LW,3815340.72,2023-06-13,Completo
BP_35D56,1885153.18,2023-09-18,Completo
BP_78KBI,543235.5,2023-03-25,Completo
BP_KIQUZ,2652739.5,2023-08-06,Completo
BP_FV0E8,1633938.25,2023-09-21,Completo
BP_KVLYC,1260197.81,2023-10-14,Completo
BP_XRE1R,1354527.94,2023-06-22,Proceso
BP_COQMK,1760209.0,2023-08-12,Completo
BP_L2RVK,2231055.56,2023-01-23,Completo
BP_IJ8CY,903152.5,2023-09-02,Proceso
BP_TKXSV,2331330.3,2023-08-14,Completo
BP_JTF23,2144489.0,2023-01-28,Completo
BP_ZFGTC,1656016.0,2023-04-15,Completo
BP_F2FC8,9912724.25,2023-10-08,Completo
BP_US0V8,1176646.29,2023-04-19,Completo
BP_N17X6,703853.0,2023-04-07,Completo
BP_VGQEG,7643384.5,2023-09-08,Completo
BP_CBDVW,3886225.75,2023-07-17,Completo
BP_MQE0B,3069145.92,2023-06-01,Proceso
BP_4NPI5,1161543.5,2023-07-06,Proceso
BP_5DTMZ,6906164.06,2023-10-23,Completo
BP_TULHJ,1286955.31,2023-06-30,Completo
BP_OSUHY,1699754.27,2023-06-20,Proceso
BP_FMVD3,1226156.72,2023-09-03,Completo
BP_AQQBW,1206477.0,2023-03-22,Completo
BP_KFHFZ,7333425.28,2023-03-28,Completo
BP_HA0EF,6785964.0,2023-08-06,Cancelado
BP_YSSA3,531293.61,2023-03-09,Cancelado
BP_45ZPU,869934.42,2023-05-09,Completo
BP_HKPX5,7601411.5,2023-05-09,Completo
BP_8Y28K,1382977.0,2023-10-01,Completo
BP_ZYTDX,1902451.0,2023-07-23,Completo
BP_UO49N,11227242.42,2023-05-06,Proceso
BP_ECHXH,1682068.86,2023-09-16,Completo
BP_XM0QM,2060681.81,2023-01-29,Cancelado
BP_P8VBY,792079.78,2023-06-21,Completo
BP_RP8IF,7052370.69,2023-08-28,Completo
BP_QTOOI,9042168.34,2023-05-25,Completo
BP_VKARP,1413026.0,2023-10-12,Proceso
BP_E18I6,1016893.36,2023-07-25,Proceso
BP_6YPOI,1042997.1,2023-01-11,Completo
BP_JI8X0,870030.31,2023-07-28,Cancelado
BP_D3T62,3121123.5,2023-01-31,Completo
BP_9WPLV,2034664.25,2023-03-18,Completo
BP_DWN7D,1748191.0,2023-04-04,Completo
BP_DNRUI,5002105.18,2023-08-02,Proceso
BP_2OIPP,8259361.0,2023-02-27,Completo
BP_1GC3C,5352459.0,2023-07-10,Cancelado
BP_Q6HEI,8307729.72,2023-09-30,Proceso
BP_N7124,2803499.81,2023-07-19,Completo
BP_UDLRE,3349350.0,2023-10-09,Completo
BP_J5ZK0,940768.0,2023-06-27,Proceso
BP_OC67U,728919.5,2023-04-29,Completo
BP_20YLE,2210547.0,2023-09-17,Completo
BP_NKFMY,1093083.5,2023-05-10,Completo
BP_F3N2O,2471136.76,2023-01-03,Proceso
BP_T2ZCC,1242816.34,2023-03-12,Completo
BP_A5HYI,1860560.7,2023-08-02,Completo
BP_6NKA4,1719436.5,2023-09-22,Proceso
BP_QM9T2,1049498.34,2023-06-24,Proceso
BP_6VXD5,1767538.0,2023-09-10,Completo
BP_HF06E,1364666.5,2023-05-19,Cancelado
BP_IE53Y,5116360.5,2023-04-27,Cancelado
BP_CAV7K,1473036.2,2023-10-18,Proceso
BP_E0IAS,1570719.32,2023-04-17,Cancelado
BP_1A1LM,4117760.8,2023-02-14,Cancelado
BP_SLN0T,1385999.45,2023-04-23,Completo
BP_0F7NQ,2667348.0,2023-07-03,Completo
BP_V0CWD,1399977.01,2023-01-14,Completo
BP_ZEUDR,1303364.0,2023-08-04,Completo
BP_RSNON,2560613.8,2023-08-23,Proceso
BP_2W9A4,534709.36,2023-04-19,Proceso
BP_76HJI,2231052.18,2023-03-26,Completo
BP_BE1EQ,916663.13,2023-04-15,Completo
BP_Z5WWY,1138930.13,2023-04-16,Completo
BP_R31BB,1243030.75,2023-04-07,Completo
BP_C3BB9,2189709.24,2023-10-13,Proceso
BP_ZMG4I,8301159.08,2023-05-31,Completo
BP_5PULD,1559958.21,2023-07-16,Completo
BP_MIEH9,1225416.0,2023-08-22,Completo
BP_VKY0R,1456232.28,2023-08-06,Completo
BP_02XNO,9131809.7,2023-08-30,Completo
BP_FYM8W,1783212.57,2023-10-04,Completo
BP_00ZPS,806628.0,2023-09-02,Completo
BP_UL12P,956605.45,2023-05-01,Completo
BP_M6I7K,775019.62,2023-07-30,Completo
BP_FAHQ6,1122478.24,2023-07-08,Completo
BP_GUMO4,1192467.52,2023-02-03,Completo
BP_LM70C,1326539.25,2023-03-19,Proceso
BP_OK4OT,1995117.0,2023-04-13,Completo
BP_MLG0L,745858.56,2023-02-20,Completo
BP_HH5HU,911643.0,2023-03-22,Completo
BP_1J2I1,3662327.0,2023-08-25,Completo
BP_SQ39Y,2995940.84,2023-02-10,Completo
BP_0ESKH,1042703.95,2023-08-21,Completo
BP_A607L,1920604.1,2023-09-30,Proceso
BP_MDHTX,7154552.6,2023-06-10,Proceso
BP_KFCWW,2203636.5,2023-05-23,Completo
BP_FYIVE,1224960.5,2023-05-24,Proceso
BP_250MO,1076702.0,2023-04-15,Completo
BP_Z06T8,7354491.98,2023-01-07,Proceso
BP_MUGZ8,906516.0,2023-02-01,Completo
BP_9CRB1,2426072.0,2023-08-06,Completo
BP_C5BSG,2095463.0,2023-04-18,Proceso
BP_L53RA,1320954.8,2023-09-22,Completo
BP_SGGJF,2941262.28,2023-04-28,Completo
BP_N12HY,525726.55,2023-01-06,Completo
BP_9DOB3,2831624.5,2023-08-09,Cancelado
BP_BRWJO,14520155.58,2023-01-19,Completo
BP_4ATF8,683889.0,2023-04-08,Completo
BP_X5CK8,1610434.92,2023-09-01,Completo
BP_GSBKC,4972804.0,2023-06-04,Completo
BP_5H648,626370.21,2023-07-16,Completo
BP_2L7HY,1144826.3,2023-02-17,Completo
BP_C53XR,1630588.0,2023-10-29,Proceso
BP_D6VEQ,2366779.0,2023-05-23,Completo
BP_GBZVB,1472107.35,2023-06-25,Proceso
BP_M6NSP,12608134.0,2023-03-25,Completo
BP_3N0XR,1452515.32,2023-06-14,Proceso
BP_1GW57,1109405.66,2023-01-21,Completo
BP_COX2B,4220575.64,2023-09-20,Completo
BP_F4B1I,567616.32,2023-04-20,Completo
BP_XYMCL,1704311.46,2023-09-25,Completo
BP_X2MCI,3014379.78,2023-03-02,Completo
BP_NFNL6,7260639.0,2023-06-30,Completo
BP_WLRV9,5787347.88,2023-07-12,Completo
BP_ZV3T3,2807787.68,2023-09-05,Completo
BP_12ZFG,6390131.5,2023-09-07,Proceso
BP_RPEB4,2628065.89,2023-04-10,Completo
BP_8IVSG,8722178.98,2023-08-05,Completo
BP_FH43J,4380766.25,2023-09-17,Proceso
BP_LT0FU,1120425.94,2023-04-05,Completo
BP_8T64K,1415967.5,2023-03-09,Completo
BP_6IADG,6527807.2,2023-05-11,Completo
BP_E504B,1991066.75,2023-03-13,Completo
BP_3DREG,2200101.51,2023-04-17,Proceso
BP_VE21P,544058.21,2023-05-01,Proceso
BP_SIHRX,7918962.34,2023-06-19,Proceso
BP_QFYB3,2784011.0,2023-05-27,Completo
BP_YT6LK,2389673.54,2023-03-27,Completo
BP_FPK5D,1063026.25,2023-03-09,Completo
BP_8PYCM,599984.82,2023-07-17,Cancelado
BP_JL9G4,2651985.52,2023-05-31,Completo
BP_L245N,899799.82,2023-10-29,Completo
BP_MDNE8,3685595.41,2023-08-18,Completo
BP_EVT3Y,1224543.82,2023-06-18,Completo
BP_NZDVE,6514898.5,2023-08-23,Completo
BP_AKUGK,1518102.67,2023-07-04,Completo
BP_N0UW3,1184336.55,2023-06-20,Completo
BP_UN15A,1655380.33,2023-04-22,Completo
BP_6OXOA,754257.0,2023-08-30,Completo
BP_2PXA6,9171291.0,2023-06-03,Completo
BP_DXIOP,624589.93,2023-05-06,Proceso
BP_KQ5PQ,7828931.04,2023-08-23,Cancelado
BP_WFVL4,496936.49,2023-09-02,Cancelado
BP_B8LGD,10864986.0,2023-04-12,Cancelado
BP_0EG26,8768354.73,2023-08-19,Completo
BP_PG6RT,584619.85,2023-10-11,Proceso
BP_TEFF0,9329844.78,2023-06-06,Completo
BP_THU8G,7692850.79,2023-06-27,Completo
BP_ULPZ8,4005576.98,2023-05-24,Completo
BP_FCUWQ,916786.0,2023-01-19,Completo
BP_WNRXQ,5830119.55,2023-08-08,Proceso
BP_PZ0BH,2169377.88,2023-10-16,Proceso
BP_33YQU,5936867.47,2023-03-14,Completo
BP_M3SYW,757808.5,2023-01-14,Proceso
BP_ELL74,1438107.58,2023-10-12,Proceso
BP_2GSB7,2097999.3,2023-06-03,Completo
BP_8MO37,1207424.9,2023-05-16,Cancelado
BP_U3EJ9,5181013.63,2023-01-03,Proceso
BP_NX2XO,1961272.0,2023-04-27,Completo
BP_I1X58,725766.05,2023-06-11,Completo
BP_GYOJP,3277590.5,2023-06-20,Proceso
BP_XQWNG,6612454.46,2023-03-20,Completo
BP_9DFUX,1388739.0,2023-01-28,Completo
BP_UJQVN,703228.0,2023-06-18,Proceso
BP_ROFO7,3927103.62,2023-05-15,Completo
BP_TE8OM,7413297.5,2023-08-13,Completo
BP_9SBGW,1684811.5,2023-05-02,Completo
BP_PFBGP,866108.58,2023-06-05,Completo
BP_4YA0D,8553974.25,2023-09-21,Completo
BP_DW950,1291447.06,2023-01-03,Cancelado
BP_E27FI,7607951.14,2023-09-20,Proceso
BP_OX7LF,1191740.41,2023-01-06,Cancelado
BP_4506J,9204538.0,2023-09-04,Proceso
BP_RTK41,837224.0,2023-03-01,Proceso
BP_DWE0U,7241777.48,2023-07-21,Completo
BP_A2K0X,7211449.0,2023-07-30,Proceso
BP_0R4RP,1092719.5,2023-07-13,Proceso
BP_8BAKV,6077113.75,2023-06-13,Completo
BP_F9S9J,1824612.08,2023-03-13,Cancelado
BP_0XZ1B,7784176.17,2023-08-17,Cancelado
BP_X14OU,1261029.0,2023-07-04,Completo
BP_YQCNW,8074281.2,2023-08-11,Proceso
BP_AJLQK,3334998.68,2023-05-17,Completo
BP_Q8073,1231640.09,2023-08-23,Completo
BP_RHG89,691419.6,2023-03-06,Proceso
BP_EJGS0,7990273.64,2023-03-12,Proceso
BP_W8TLU,3586286.46,2023-06-20,Cancelado
BP_FTX9H,10092336.08,2023-06-03,Completo
BP_ELE5X,1860752.75,2023-05-21,Proceso
BP_0GZJ9,2476953.23,2023-08-10,Completo
BP_RHBLZ,1895132.3,2023-07-03,Completo
BP_LY32I,1126612.05,2023-05-30,Cancelado
BP_EF13H,583603.62,2023-08-13,Completo
BP_9C5WW,5012807.45,2023-06-19,Proceso
BP_YROMM,532204.65,2023-06-06,Proceso
BP_ZWN42,633400.94,2023-03-28,Cancelado
BP_BTQR9,4498314.5,2023-06-03,Proceso
BP_LF4D2,2871152.5,2023-05-14,Proceso
BP_DM461,4921157.46,2023-04-04,Proceso
BP_BPTBC,1824017.25,2023-02-09,Cancelado
BP_JU97I,1372868.5,2023-03-16,Completo
BP_8Z3CE,1070695.0,2023-08-30,Completo
BP_9BXFL,567671.65,2023-09-14,Completo
BP_0X1ML,1977794.03,2023-06-07,Completo
BP_DYD9G,1852266.91,2023-03-21,Completo
BP_ZC862,1813654.79,2023-01-10,Completo
BP_UC2ZR,985523.36,2023-06-22,Completo
BP_4MDWY,4861008.0,2023-06-29,Completo
BP_5DRRT,1164509.73,2023-01-11,Proceso
BP_ZLZL4,1328648.0,2023-07-13,Completo
BP_OT7C1,12282437.5,2023-10-11,Completo
BP_NZ9MB,737868.48,2023-03-01,Completo
BP_ISBUI,1064227.05,2023-08-21,Proceso
BP_81MK6,3170188.5,2023-08-17,Proceso
BP_67NRN,3586886.9,2023-04-22,Completo
BP_8PRMT,661375.0,2023-04-03,Completo
BP_CR965,7619812.14,2023-01-19,Completo
BP_3TPNE,1284723.9,2023-01-12,Completo
BP_HJ9JH,1319382.5,2023-10-28,Completo
BP_ZARN3,4001411.12,2023-05-24,Completo
BP_TNPJW,1277736.36,2023-08-06,Completo
BP_C05YF,1723076.5,2023-04-22,Proceso
BP_IK2UN,7527866.66,2023-09-07,Completo
BP_Z4MVJ,2042333.09,2023-02-04,Completo
BP_EP3CU,10541109.86,2023-07-10,Completo
BP_FKA92,3314130.0,2023-03-07,Completo
BP_TFIRP,1153268.0,2023-10-05,Completo
BP_BS52G,1430948.5,2023-09-09,Completo
BP_U4TP1,712344.5,2023-10-24,Proceso
BP_PV6LH,1795887.29,2023-04-19,Proceso
BP_SEFA2,4581172.0,2023-07-22,Proceso
BP_KRG5P,2417239.61,2023-07-29,Completo
BP_BEN4U,6474651.4,2023-09-07,Completo
BP_CLJTE,636204.0,2023-10-09,Cancelado
BP_A8EI3,588191.5,2023-05-24,Completo
BP_WMOXH,3928174.0,2023-05-18,Proceso
BP_PIZ7C,1441802.25,2023-01-15,Cancelado
BP_A2BGY,1470491.09,2023-05-07,Completo
BP_PCA0V,4907773.26,2023-03-04,Proceso
BP_02Q10,6535298.62,2023-04-30,Completo
BP_DHE87,1322517.21,2023-08-28,Completo
BP_1SBSB,1002044.11,2023-07-31,Cancelado
BP_7Q4MM,1315056.38,2023-09-04,Completo
BP_QMK3S,754303.75,2023-08-18,Completo
BP_XMKBI,1469601.5,2023-04-11,Completo
BP_EO14W,833078.0,2023-08-21,Completo
BP_ETAY3,1433613.91,2023-08-24,Proceso
BP_VEBAT,1183283.5,2023-10-02,Proceso
BP_VUURJ,1094918.04,2023-03-22,Completo
BP_5L72I,545764.7,2023-01-11,Completo
BP_9EGSN,5721189.68,2023-02-06,Completo
BP_MPX1W,1693898.24,2023-03-26,Completo
BP_TSGP3,1819266.73,2023-05-21,Completo
BP_7O72U,7693038.5,2023-05-31,Completo
BP_VLYSW,1718092.3,2023-01-05,Completo
BP_ZN8EK,2137982.38,2023-04-12,Completo
BP_HNAEQ,1973096.97,2023-05-29,Completo
BP_DTLVO,1614706.8,2023-03-13,Proceso
BP_W1IRN,1905720.19,2023-02-19,Cancelado
BP_66LE3,632196.5,2023-09-05,Completo
BP_XY0DY,9564778.45,2023-06-19,Completo
BP_BA4MZ,3142662.42,2023-10-13,Cancelado
BP_Z9KAI,9388993.5,2023-03-15,Cancelado
BP_IYEYW,1862011.5,2023-06-12,Proceso
BP_QHZPZ,884500.68,2023-04-27,Completo
BP_GQOQO,438553.0,2023-01-19,Completo
BP_QCEZY,1338728.5,2023-01-09,Completo
BP_L2ZGS,6126562.94,2023-02-11,Completo
BP_VYPQ2,1453947.44,2023-01-30,Cancelado
BP_7I8Y7,3227433.55,2023-10-23,Proceso
BP_9BVC4,1281136.62,2023-10-18,Proceso
BP_JEPFQ,1620734.66,2023-07-11,Cancelado
BP_TK3JF,1384112.0,2023-08-12,Completo
BP_0JWIB,8612701.98,2023-10-08,Proceso
BP_YGEX1,951564.84,2023-06-17,Proceso
BP_KL1R5,1547739.0,2023-05-22,Completo
BP_DG2FE,1669858.18,2023-05-28,Completo
BP_QFALB,12249960.5,2023-04-30,Completo
BP_W6HDX,1901355.0,2023-05-24,Proceso
BP_ZVZD0,983081.92,2023-08-23,Completo
BP_FZN81,2007097.27,2023-05-29,Completo
BP_P6OXO,2391918.0,2023-01-27,Completo
BP_ZO1RN,10635730.35,2023-04-08,Completo
BP_7ZHH6,16301562.5,2023-07-31,Completo
BP_8QZA2,2750588.11,2023-04-24,Completo
BP_PQOJG,789485.5,2023-08-01,Completo
BP_38XL0,882904.57,2023-07-10,Cancelado
BP_E4L2N,1869515.25,2023-01-14,Completo
BP_E5Z7S,1884963.6,2023-09-09,Completo
BP_GF2GP,7817653.25,2023-08-15,Proceso
BP_GSJ2N,1453780.18,2023-08-13,Completo
BP_WZIRF,1616133.5,2023-06-06,Proceso
BP_R21P7,689254.05,2023-08-10,Completo
BP_YCSXS,1817860.0,2023-08-28,Completo
BP_W87NZ,11591299.5,2023-04-08,Completo
BP_C5YVF,950470.12,2023-07-04,Cancelado
BP_GEFFE,1012574.66,2023-08-20,Completo
BP_5EI1Y,1191347.0,2023-06-13,Completo
BP_FXWU2,574187.0,2023-08-18,Cancelado
BP_XJGX2,4324619.0,2023-07-07,Completo
BP_KZVMM,2143946.25,2023-07-21,Completo
BP_5CO07,6078855.26,2023-08-08,Completo
BP_HO56E,1090536.88,2023-08-25,Proceso
BP_33GEO,1266142.03,2023-04-25,Completo
BP_3LEPU,623563.9,2023-05-04,Proceso
BP_G3B08,2387665.5,2023-02-27,Completo
BP_25BER,3137668.86,2023-03-04,Completo
BP_REAZT,7259360.67,2023-02-01,Proceso
BP_9PM3I,5936119.5,2023-10-29,Completo
BP_FONH8,767969.75,2023-05-02,Proceso
BP_R6OGL,1950650.2,2023-10-01,Proceso
BP_YV0M5,2238432.64,2023-08-15,Completo
BP_MNSY3,1268411.82,2023-10-30,Completo
BP_JZTZ7,695092.0,2023-03-19,Cancelado
BP_KGWHX,1950765.42,2023-02-25,Completo
BP_G42GT,792999.3,2023-07-05,Completo
BP_7BJE1,691546.0,2023-04-02,Completo
BP_5PUS4,2408880.48,2023-08-24,Cancelado
BP_J1RMP,1338515.66,2023-09-04,Completo
BP_Z26NH,1006093.5,2023-03-24,Proceso
BP_I59UE,1469446.0,2023-01-31,Completo
BP_XZ89W,922232.0,2023-05-23,Completo
BP_CRWW4,3306192.07,2023-07-05,Proceso
BP_AVX2J,1040415.38,2023-09-20,Cancelado
BP_C6D16,5971339.68,2023-05-02,Cancelado
BP_WT0VV,1505086.0,2023-07-31,Completo
BP_P22P1,762089.92,2023-02-16,Completo
BP_GXE1P,2029839.75,2023-10-06,Completo
BP_GL2AM,1125815.64,2023-02-21,Completo
BP_WO8DD,1277375.0,2023-09-25,Cancelado
BP_UKF5O,6631052.09,2023-01-14,Cancelado
BP_OHXNE,1247051.0,2023-10-09,Completo
BP_06W11,2780120.33,2023-07-07,Proceso
BP_KBSB1,870432.0,2023-09-24,Completo
BP_S23QS,1326812.36,2023-06-22,Cancelado
BP_EGN1Y,6933325.5,2023-01-26,Completo
BP_6VF5Y,750510.41,2023-06-20,Proceso
BP_DFXY7,1221602.5,2023-08-27,Completo
BP_6A10U,1439084.0,2023-04-20,Completo
BP_UQ6JS,1840085.34,2023-04-04,Proceso
BP_1P2G0,1610172.58,2023-04-29,Cancelado
BP_G29O9,1173779.52,2023-06-04,Proceso
BP_7ZT51,1922360.48,2023-09-04,Proceso
BP_OBAOA,5245333.5,2023-10-02,Completo
BP_TXSRY,1426989.65,2023-10-16,Completo
BP_GQ4M9,1800743.0,2023-02-21,Cancelado
BP_S15MX,5431208.99,2023-04-29,Completo
BP_6TJVK,6620208.48,2023-04-13,Completo
BP_87NTX,523587.04,2023-01-17,Completo
BP_AXTAU,913026.88,2023-01-20,Proceso
BP_O0CJP,1724350.44,2023-06-09,Cancelado
BP_JFJ2U,12080166.0,2023-03-20,Cancelado
BP_OY9IH,2772908.5,2023-08-16,Proceso
BP_1BB34,1222991.5,2023-07-04,Cancelado
BP_8HIDR,1929074.85,2023-01-07,Cancelado
BP_XIXEG,2463719.0,2023-06-15,Proceso
BP_YR1EB,4887288.5,2023-08-02,Completo
BP_M2PKU,7075679.6,2023-08-17,Completo
BP_K2FYV,1038107.51,2023-07-19,Completo
BP_HQOKO,10542204.23,2023-05-27,Completo
BP_TUAJP,1127798.04,2023-08-30,Completo
BP_U4BZ4,2525868.0,2023-01-10,Completo
BP_GM6B2,1917200.78,2023-05-08,Proceso
BP_IEEXR,3231194.48,2023-10-24,Completo
BP_1CJZE,588996.34,2023-02-20,Completo
BP_XDNRI,1221689.07,2023-08-31,Completo
BP_YI734,655422.5,2023-09-10,Proceso
BP_5MAT0,1374854.08,2023-07-21,Proceso
BP_RHQ6R,378239.14,2023-05-24,Completo
BP_MZA1A,1603157.72,2023-07-27,Completo
BP_TQY0J,4711343.84,2023-02-19,Completo
BP_9HLZH,2982977.0,2023-09-25,Proceso
BP_QK33L,2102775.54,2023-04-03,Completo
BP_NF3CR,4912551.71,2023-08-16,Completo
BP_QUU1U,1039780.0,2023-06-19,Proceso
BP_N6PWC,1927715.77,2023-02-24,Completo
BP_WEVH9,896236.21,2023-01-17,Proceso
BP_81BBS,1548031.25,2023-08-20,Cancelado
BP_AQ83I,1996712.0,2023-07-12,Completo
BP_ZFX78,1059314.48,2023-03-06,Completo
BP_8T2W7,1056803.7,2023-05-14,Cancelado
BP_QE94N,634337.5,2023-08-09,Proceso
BP_MSVTY,3420177.25,2023-04-02,Cancelado
BP_E9W4Q,2101687.5,2023-03-10,Cancelado
BP_XS9ZY,2672521.0,2023-07-11,Completo
BP_ZC4AM,1410320.5,2023-01-13,Completo
BP_ZQD60,1444747.75,2023-03-30,Completo
BP_2FNF2,1532579.97,2023-07-07,Proceso
BP_USVT5,980676.72,2023-08-27,Proceso
BP_1US3X,2886942.18,2023-04-26,Cancelado
BP_ZMR49,7836252.12,2023-06-27,Completo
BP_X8SM9,2202556.66,2023-05-09,Completo
BP_AJ13I,1647824.5,2023-08-11,Completo
BP_U61SS,3756576.7,2023-03-14,Completo
BP_P3GHV,2255051.45,2023-07-20,Completo
BP_VIIYP,1512942.56,2023-02-11,Proceso
BP_AMPH6,1063461.19,2023-05-12,Cancelado
BP_DI54O,1556249.84,2023-09-26,Completo
BP_I1481,6561061.27,2023-02-12,Cancelado
BP_HO6KO,770923.2,2023-01-21,Proceso
BP_D4JAS,7009690.35,2023-10-28,Completo
BP_4ZC9I,689981.5,2023-09-11,Completo
BP_Z2KPF,2257410.75,2023-04-02,Completo
BP_AE8IL,887027.0,2023-02-15,Completo
BP_RV827,1256862.96,2023-05-29,Completo
BP_FEH8H,1718523.16,2023-02-09,Completo
BP_RVBBX,2788184.0,2023-09-19,Completo
BP_1Z56F,2002820.71,2023-01-20,Cancelado
BP_VTS04,890446.23,2023-06-25,Completo
BP_ABDF9,2384889.84,2023-07-23,Completo
BP_SGV0Z,4674724.9,2023-04-29,Proceso
BP_FSVRF,1264062.91,2023-05-02,Completo
BP_9ZH6U,11889351.38,2023-03-03,Cancelado
BP_99BKJ,8475538.62,2023-01-16,Completo
BP_ZQSQ7,2358138.5,2023-09-20,Completo
BP_WMLVL,1928511.76,2023-03-11,Completo
BP_SICDU,5679915.0,2023-10-16,Cancelado
BP_HESD2,2019701.59,2023-10-28,Completo
BP_RUT3E,4709088.94,2023-03-21,Proceso
BP_X4JXZ,2419745.47,2023-07-25,Proceso
BP_AVD63,1912190.0,2023-08-10,Completo
BP_WPNHT,3172877.64,2023-10-26,Proceso
BP_32SO9,2007820.5,2023-03-25,Completo
BP_BAFSK,1366040.0,2023-07-11,Completo
BP_VBOSU,402027.44,2023-06-03,Completo
BP_1P78W,2416360.09,2023-07-20,Completo
BP_T7LS0,1875312.75,2023-08-29,Completo
BP_P9AHZ,531206.48,2023-09-24,Completo
BP_GLTR4,1907117.41,2023-04-27,Proceso
BP_T24LC,1347200.68,2023-04-20,Completo
BP_8NOYJ,2825266.65,2023-03-18,Completo
BP_X62I6,1400923.36,2023-09-30,Completo
BP_PS2I7,1222497.9,2023-04-18,Cancelado
BP_G0NGY,2069399.5,2023-05-01,Proceso
BP_E0VUJ,1804910.84,2023-05-21,Completo
BP_EM38W,453843.67,2023-09-24,Cancelado
BP_V7O9V,7481336.0,2023-09-03,Completo
BP_TCO2O,11050472.6,2023-02-19,Completo
BP_KU5XB,928940.5,2023-04-26,Cancelado
